134,1674

137,1681

138,1683

141,1695

142,1698

144,1701

148,1709

149,1715

152,1726

154,1742

168,1782

173,1811

175,1810

180,1821

186,1841

195,1881

137,1680

140,1690

143,1695

144,1703

146,1710

150,1721

152,1726
